Pincode,District,StateName,Region
212306,ALLAHABAD,Uttar Pradesh,North
212307,ALLAHABAD,Uttar Pradesh,North
212401,ALLAHABAD,Uttar Pradesh,North
212402,ALLAHABAD,Uttar Pradesh,North
212404,ALLAHABAD,Uttar Pradesh,North
212405,ALLAHABAD,Uttar Pradesh,North
212502,ALLAHABAD,Uttar Pradesh,North
212503,ALLAHABAD,Uttar Pradesh,North
212507,ALLAHABAD,Uttar Pradesh,North
212601,FATEHPUR,Uttar Pradesh,North
212620,FATEHPUR,Uttar Pradesh,North
212621,FATEHPUR,Uttar Pradesh,North
212622,FATEHPUR,Uttar Pradesh,North
212631,FATEHPUR,Uttar Pradesh,North
212635,FATEHPUR,Uttar Pradesh,North
212641,FATEHPUR,Uttar Pradesh,North
212645,FATEHPUR,Uttar Pradesh,North
212650,FATEHPUR,Uttar Pradesh,North
212651,FATEHPUR,Uttar Pradesh,North
212652,FATEHPUR,Uttar Pradesh,North
212653,FATEHPUR,Uttar Pradesh,North
212654,FATEHPUR,Uttar Pradesh,North
212655,FATEHPUR,Uttar Pradesh,North
212656,FATEHPUR,Uttar Pradesh,North
212657,FATEHPUR,Uttar Pradesh,North
212658,FATEHPUR,Uttar Pradesh,North
212659,FATEHPUR,Uttar Pradesh,North
212661,FATEHPUR,Uttar Pradesh,North
212663,FATEHPUR,Uttar Pradesh,North
212664,FATEHPUR,Uttar Pradesh,North
212665,FATEHPUR,Uttar Pradesh,North
221001,VARANASI,Uttar Pradesh,North
221002,VARANASI,Uttar Pradesh,North
221003,VARANASI,Uttar Pradesh,North
221004,VARANASI,Uttar Pradesh,North
221005,VARANASI,Uttar Pradesh,North
221006,VARANASI,Uttar Pradesh,North
221007,VARANASI,Uttar Pradesh,North
221008,VARANASI,Uttar Pradesh,North
221009,CHANDAULI,Uttar Pradesh,North
221010,VARANASI,Uttar Pradesh,North
221011,VARANASI,Uttar Pradesh,North
221012,CHANDAULI,Uttar Pradesh,North
221101,VARANASI,Uttar Pradesh,North
221103,VARANASI,Uttar Pradesh,North
221104,VARANASI,Uttar Pradesh,North
221105,VARANASI,Uttar Pradesh,North
221106,VARANASI,Uttar Pradesh,North
221107,VARANASI,Uttar Pradesh,North
221108,VARANASI,Uttar Pradesh,North
221109,VARANASI,Uttar Pradesh,North
221110,CHANDAULI,Uttar Pradesh,North
221112,VARANASI,Uttar Pradesh,North
221115,CHANDAULI,Uttar Pradesh,North
221116,VARANASI,Uttar Pradesh,North
221201,VARANASI,Uttar Pradesh,North
221202,VARANASI,Uttar Pradesh,North
221204,VARANASI,Uttar Pradesh,North
221206,VARANASI,Uttar Pradesh,North
221207,VARANASI,Uttar Pradesh,North
221208,VARANASI,Uttar Pradesh,North
221301,SANT RAVIDAS NAGAR,Uttar Pradesh,North
221302,VARANASI,Uttar Pradesh,North
221303,SANT RAVIDAS NAGAR,Uttar Pradesh,North
221304,SANT RAVIDAS NAGAR,Uttar Pradesh,North
221305,VARANASI,Uttar Pradesh,North
221306,VARANASI,Uttar Pradesh,North
221307,VARANASI,Uttar Pradesh,North
221308,VARANASI,Uttar Pradesh,North
221309,VARANASI,Uttar Pradesh,North
221310,SANT RAVIDAS NAGAR,Uttar Pradesh,North
221311,VARANASI,Uttar Pradesh,North
221313,VARANASI,Uttar Pradesh,North
221314,VARANASI,Uttar Pradesh,North
221401,SANT RAVIDAS NAGAR,Uttar Pradesh,North
221402,VARANASI,Uttar Pradesh,North
221403,VARANASI,Uttar Pradesh,North
221404,SANT RAVIDAS NAGAR,Uttar Pradesh,North
221405,VARANASI,Uttar Pradesh,North
221406,VARANASI,Uttar Pradesh,North
221409,VARANASI,Uttar Pradesh,North
221502,ALLAHABAD,Uttar Pradesh,North
221503,ALLAHABAD,Uttar Pradesh,North
221505,ALLAHABAD,Uttar Pradesh,North
221507,ALLAHABAD,Uttar Pradesh,North
221508,ALLAHABAD,Uttar Pradesh,North
221601,MAU,Uttar Pradesh,North
221602,MAU,Uttar Pradesh,North
221603,MAU,Uttar Pradesh,North
221701,BALLIA,Uttar Pradesh,North
221705,MAU,Uttar Pradesh,North
221706,MAU,Uttar Pradesh,North
221709,BALLIA,Uttar Pradesh,North
221711,BALLIA,Uttar Pradesh,North
221712,BALLIA,Uttar Pradesh,North
221713,BALLIA,Uttar Pradesh,North
221715,BALLIA,Uttar Pradesh,North
221716,BALLIA,Uttar Pradesh,North
221717,BALLIA,Uttar Pradesh,North
221718,BALLIA,Uttar Pradesh,North
222001,JAUNPUR,Uttar Pradesh,North
222002,JAUNPUR,Uttar Pradesh,North
222003,JAUNPUR,Uttar Pradesh,North
222101,JAUNPUR,Uttar Pradesh,North
222105,JAUNPUR,Uttar Pradesh,North
222109,JAUNPUR,Uttar Pradesh,North
222125,JAUNPUR,Uttar Pradesh,North
222126,JAUNPUR,Uttar Pradesh,North
222127,JAUNPUR,Uttar Pradesh,North
222128,JAUNPUR,Uttar Pradesh,North
222129,JAUNPUR,Uttar Pradesh,North
222131,JAUNPUR,Uttar Pradesh,North
222132,JAUNPUR,Uttar Pradesh,North
222133,JAUNPUR,Uttar Pradesh,North
222135,JAUNPUR,Uttar Pradesh,North
222136,JAUNPUR,Uttar Pradesh,North
222137,JAUNPUR,Uttar Pradesh,North
222138,JAUNPUR,Uttar Pradesh,North
222139,JAUNPUR,Uttar Pradesh,North
222141,JAUNPUR,Uttar Pradesh,North
222142,JAUNPUR,Uttar Pradesh,North
222143,JAUNPUR,Uttar Pradesh,North
222144,JAUNPUR,Uttar Pradesh,North
222145,JAUNPUR,Uttar Pradesh,North
222146,JAUNPUR,Uttar Pradesh,North
222148,JAUNPUR,Uttar Pradesh,North
222149,JAUNPUR,Uttar Pradesh,North
222161,JAUNPUR,Uttar Pradesh,North
222162,JAUNPUR,Uttar Pradesh,North
222165,JAUNPUR,Uttar Pradesh,North
222170,JAUNPUR,Uttar Pradesh,North
222175,JAUNPUR,Uttar Pradesh,North
222180,JAUNPUR,Uttar Pradesh,North
222181,JAUNPUR,Uttar Pradesh,North
222201,JAUNPUR,Uttar Pradesh,North
222202,JAUNPUR,Uttar Pradesh,North
222203,JAUNPUR,Uttar Pradesh,North
222204,JAUNPUR,Uttar Pradesh,North
222301,SULTANPUR,Uttar Pradesh,North
222302,SULTANPUR,Uttar Pradesh,North
222303,SULTANPUR,Uttar Pradesh,North
223101,JAUNPUR,Uttar Pradesh,North
223102,JAUNPUR,Uttar Pradesh,North
223103,JAUNPUR,Uttar Pradesh,North
223104,JAUNPUR,Uttar Pradesh,North
223105,JAUNPUR,Uttar Pradesh,North
223221,AZAMGARH,Uttar Pradesh,North
223222,AZAMGARH,Uttar Pradesh,North
223223,AZAMGARH,Uttar Pradesh,North
223224,AZAMGARH,Uttar Pradesh,North
223225,AZAMGARH,Uttar Pradesh,North
223226,AZAMGARH,Uttar Pradesh,North
223227,AZAMGARH,Uttar Pradesh,North
224001,FAIZABAD,Uttar Pradesh,North
224116,FAIZABAD,Uttar Pradesh,North
224117,FAIZABAD,Uttar Pradesh,North
224118,FAIZABAD,Uttar Pradesh,North
224119,FAIZABAD,Uttar Pradesh,North
224120,FAIZABAD,Uttar Pradesh,North
224121,FAIZABAD,Uttar Pradesh,North
224122,AMBEDKAR NAGAR,Uttar Pradesh,North
224123,FAIZABAD,Uttar Pradesh,North
224125,AMBEDKAR NAGAR,Uttar Pradesh,North
224126,FAIZABAD,Uttar Pradesh,North
224127,FAIZABAD,Uttar Pradesh,North
224129,AMBEDKAR NAGAR,Uttar Pradesh,North
224132,AMBEDKAR NAGAR,Uttar Pradesh,North
224133,FAIZABAD,Uttar Pradesh,North
224135,FAIZABAD,Uttar Pradesh,North
224137,AMBEDKAR NAGAR,Uttar Pradesh,North
224139,AMBEDKAR NAGAR,Uttar Pradesh,North
224141,FAIZABAD,Uttar Pradesh,North
224143,AMBEDKAR NAGAR,Uttar Pradesh,North
224145,AMBEDKAR NAGAR,Uttar Pradesh,North
224146,AMBEDKAR NAGAR,Uttar Pradesh,North
224147,AMBEDKAR NAGAR,Uttar Pradesh,North
224149,AMBEDKAR NAGAR,Uttar Pradesh,North
224151,AMBEDKAR NAGAR,Uttar Pradesh,North
224152,AMBEDKAR NAGAR,Uttar Pradesh,North
224153,FAIZABAD,Uttar Pradesh,North
224155,AMBEDKAR NAGAR,Uttar Pradesh,North
224157,AMBEDKAR NAGAR,Uttar Pradesh,North
224158,FAIZABAD,Uttar Pradesh,North
224159,AMBEDKAR NAGAR,Uttar Pradesh,North
224161,FAIZABAD,Uttar Pradesh,North
224164,FAIZABAD,Uttar Pradesh,North
224168,AMBEDKAR NAGAR,Uttar Pradesh,North
224171,FAIZABAD,Uttar Pradesh,North
224172,FAIZABAD,Uttar Pradesh,North
224176,AMBEDKAR NAGAR,Uttar Pradesh,North
224181,AMBEDKAR NAGAR,Uttar Pradesh,North
224182,FAIZABAD,Uttar Pradesh,North
224183,AMBEDKAR NAGAR,Uttar Pradesh,North
224186,AMBEDKAR NAGAR,Uttar Pradesh,North
224188,FAIZABAD,Uttar Pradesh,North
224189,FAIZABAD,Uttar Pradesh,North
224190,AMBEDKAR NAGAR,Uttar Pradesh,North
224195,FAIZABAD,Uttar Pradesh,North
224201,FAIZABAD,Uttar Pradesh,North
224202,FAIZABAD,Uttar Pradesh,North
224203,FAIZABAD,Uttar Pradesh,North
224204,FAIZABAD,Uttar Pradesh,North
224205,FAIZABAD,Uttar Pradesh,North
224206,FAIZABAD,Uttar Pradesh,North
224207,FAIZABAD,Uttar Pradesh,North
224208,FAIZABAD,Uttar Pradesh,North
224209,AMBEDKAR NAGAR,Uttar Pradesh,North
224210,FAIZABAD,Uttar Pradesh,North
224225,FAIZABAD,Uttar Pradesh,North
224227,AMBEDKAR NAGAR,Uttar Pradesh,North
224228,FAIZABAD,Uttar Pradesh,North
224229,FAIZABAD,Uttar Pradesh,North
224230,AMBEDKAR NAGAR,Uttar Pradesh,North
224231,AMBEDKAR NAGAR,Uttar Pradesh,North
224232,AMBEDKAR NAGAR,Uttar Pradesh,North
224234,FAIZABAD,Uttar Pradesh,North
224235,AMBEDKAR NAGAR,Uttar Pradesh,North
224238,AMBEDKAR NAGAR,Uttar Pradesh,North
224284,FAIZABAD,Uttar Pradesh,North
225001,BARABANKI,Uttar Pradesh,North
225002,BARABANKI,Uttar Pradesh,North
225003,BARABANKI,Uttar Pradesh,North
225119,BARABANKI,Uttar Pradesh,North
225120,BARABANKI,Uttar Pradesh,North
225121,BARABANKI,Uttar Pradesh,North
225122,BARABANKI,Uttar Pradesh,North
225123,BARABANKI,Uttar Pradesh,North
225124,BARABANKI,Uttar Pradesh,North
225125,BARABANKI,Uttar Pradesh,North
225126,BARABANKI,Uttar Pradesh,North
225201,BARABANKI,Uttar Pradesh,North
225202,BARABANKI,Uttar Pradesh,North
225203,BARABANKI,Uttar Pradesh,North
225204,BARABANKI,Uttar Pradesh,North
225205,BARABANKI,Uttar Pradesh,North
225206,BARABANKI,Uttar Pradesh,North
225207,BARABANKI,Uttar Pradesh,North
225208,BARABANKI,Uttar Pradesh,North
225301,BARABANKI,Uttar Pradesh,North
225302,BARABANKI,Uttar Pradesh,North
225303,BARABANKI,Uttar Pradesh,North
225304,BARABANKI,Uttar Pradesh,North
225305,BARABANKI,Uttar Pradesh,North
225306,BARABANKI,Uttar Pradesh,North
225401,BARABANKI,Uttar Pradesh,North
225403,BARABANKI,Uttar Pradesh,North
225404,BARABANKI,Uttar Pradesh,North
225405,BARABANKI,Uttar Pradesh,North
225409,BARABANKI,Uttar Pradesh,North
225412,BARABANKI,Uttar Pradesh,North
225413,BARABANKI,Uttar Pradesh,North
225414,BARABANKI,Uttar Pradesh,North
225415,BARABANKI,Uttar Pradesh,North
225416,BARABANKI,Uttar Pradesh,North
226001,LUCKNOW,Uttar Pradesh,North
226002,LUCKNOW,Uttar Pradesh,North
226003,LUCKNOW,Uttar Pradesh,North
226004,LUCKNOW,Uttar Pradesh,North
226005,LUCKNOW,Uttar Pradesh,North
226006,LUCKNOW,Uttar Pradesh,North
226007,LUCKNOW,Uttar Pradesh,North
226008,LUCKNOW,Uttar Pradesh,North
226009,LUCKNOW,Uttar Pradesh,North
226010,LUCKNOW,Uttar Pradesh,North
226011,LUCKNOW,Uttar Pradesh,North
226012,LUCKNOW,Uttar Pradesh,North
226013,LUCKNOW,Uttar Pradesh,North
226014,LUCKNOW,Uttar Pradesh,North
226015,LUCKNOW,Uttar Pradesh,North
226016,LUCKNOW,Uttar Pradesh,North
226017,LUCKNOW,Uttar Pradesh,North
226018,LUCKNOW,Uttar Pradesh,North
226019,LUCKNOW,Uttar Pradesh,North
226020,LUCKNOW,Uttar Pradesh,North
226021,LUCKNOW,Uttar Pradesh,North
226022,LUCKNOW,Uttar Pradesh,North
226023,LUCKNOW,Uttar Pradesh,North
226024,LUCKNOW,Uttar Pradesh,North
226025,LUCKNOW,Uttar Pradesh,North
226026,LUCKNOW,Uttar Pradesh,North
226027,LUCKNOW,Uttar Pradesh,North
226028,LUCKNOW,Uttar Pradesh,North
226029,LUCKNOW,Uttar Pradesh,North
226030,LUCKNOW,Uttar Pradesh,North
226031,LUCKNOW,Uttar Pradesh,North
226101,LUCKNOW,Uttar Pradesh,North
226102,LUCKNOW,Uttar Pradesh,North
226103,LUCKNOW,Uttar Pradesh,North
226104,LUCKNOW,Uttar Pradesh,North
226201,LUCKNOW,Uttar Pradesh,North
226202,Lucknow,Uttar Pradesh,North
226203,LUCKNOW,Uttar Pradesh,North
226301,LUCKNOW,Uttar Pradesh,North
226302,LUCKNOW,Uttar Pradesh,North
226303,LUCKNOW,Uttar Pradesh,North
226401,LUCKNOW,Uttar Pradesh,North
226501,LUCKNOW,Uttar Pradesh,North
227304,SULTANPUR,Uttar Pradesh,North
227405,AMETHI,Uttar Pradesh,North
227406,AMETHI,Uttar Pradesh,North
227407,SULTANPUR,Uttar Pradesh,North
227408,AMETHI,Uttar Pradesh,North
227409,AMETHI,Uttar Pradesh,North
227411,AMETHI,Uttar Pradesh,North
227412,AMETHI,Uttar Pradesh,North
227413,AMETHI,Uttar Pradesh,North
227801,AMETHI,Uttar Pradesh,North
227805,AMETHI,Uttar Pradesh,North
227806,AMETHI,Uttar Pradesh,North
227807,AMETHI,Uttar Pradesh,North
227808,SULTANPUR,Uttar Pradesh,North
227809,AMETHI,Uttar Pradesh,North
227811,AMETHI,Uttar Pradesh,North
227812,AMETHI,Uttar Pradesh,North
227813,AMETHI,Uttar Pradesh,North
227814,SULTANPUR,Uttar Pradesh,North
227815,AMETHI,Uttar Pradesh,North
227816,AMETHI,Uttar Pradesh,North
227817,AMETHI,Uttar Pradesh,North
228001,SULTANPUR,Uttar Pradesh,North
228118,SULTANPUR,Uttar Pradesh,North
228119,SULTANPUR,Uttar Pradesh,North
228120,SULTANPUR,Uttar Pradesh,North
228121,SULTANPUR,Uttar Pradesh,North
228125,SULTANPUR,Uttar Pradesh,North
228131,SULTANPUR,Uttar Pradesh,North
228132,SULTANPUR,Uttar Pradesh,North
228133,SULTANPUR,Uttar Pradesh,North
228141,SULTANPUR,Uttar Pradesh,North
228142,SULTANPUR,Uttar Pradesh,North
228145,SULTANPUR,Uttar Pradesh,North
228151,SULTANPUR,Uttar Pradesh,North
228155,AMETHI,Uttar Pradesh,North
228159,AMETHI,Uttar Pradesh,North
228161,SULTANPUR,Uttar Pradesh,North
228171,SULTANPUR,Uttar Pradesh,North
228172,SULTANPUR,Uttar Pradesh,North
229001,RAEBARELI,Uttar Pradesh,North
229010,RAEBARELI,Uttar Pradesh,North
229103,RAEBARELI,Uttar Pradesh,North
229120,RAEBARELI,Uttar Pradesh,North
229121,RAEBARELI,Uttar Pradesh,North
229122,RAEBARELI,Uttar Pradesh,North
229123,RAEBARELI,Uttar Pradesh,North
229124,RAEBARELI,Uttar Pradesh,North
229125,RAEBARELI,Uttar Pradesh,North
229126,RAEBARELI,Uttar Pradesh,North
229127,RAEBARELI,Uttar Pradesh,North
229128,RAEBARELI,Uttar Pradesh,North
229129,RAEBARELI,Uttar Pradesh,North
229130,RAEBARELI,Uttar Pradesh,North
229135,RAEBARELI,Uttar Pradesh,North
229201,RAEBARELI,Uttar Pradesh,North
229202,RAEBARELI,Uttar Pradesh,North
229203,RAEBARELI,Uttar Pradesh,North
229204,RAEBARELI,Uttar Pradesh,North
229205,RAEBARELI,Uttar Pradesh,North
229206,RAEBARELI,Uttar Pradesh,North
229207,RAEBARELI,Uttar Pradesh,North
229208,RAEBARELI,Uttar Pradesh,North
229209,RAEBARELI,Uttar Pradesh,North
229210,RAEBARELI,Uttar Pradesh,North
229211,RAEBARELI,Uttar Pradesh,North
229212,RAEBARELI,Uttar Pradesh,North
229215,RAEBARELI,Uttar Pradesh,North
229216,RAEBARELI,Uttar Pradesh,North
229301,RAEBARELI,Uttar Pradesh,North
229302,RAEBARELI,Uttar Pradesh,North
229303,RAEBARELI,Uttar Pradesh,North
229304,RAEBARELI,Uttar Pradesh,North
229305,RAEBARELI,Uttar Pradesh,North
229306,RAEBARELI,Uttar Pradesh,North
229307,RAEBARELI,Uttar Pradesh,North
229308,RAEBARELI,Uttar Pradesh,North
229309,RAEBARELI,Uttar Pradesh,North
229310,RAEBARELI,Uttar Pradesh,North
229311,RAEBARELI,Uttar Pradesh,North
229316,RAEBARELI,Uttar Pradesh,North
229401,RAEBARELI,Uttar Pradesh,North
229402,RAEBARELI,Uttar Pradesh,North
229404,RAEBARELI,Uttar Pradesh,North
229405,RAEBARELI,Uttar Pradesh,North
229406,RAEBARELI,Uttar Pradesh,North
229408,PRATAPGARH,Uttar Pradesh,North
229410,PRATAPGARH,Uttar Pradesh,North
229411,ALLAHABAD,Uttar Pradesh,North
229412,ALLAHABAD,Uttar Pradesh,North
229413,ALLAHABAD,Uttar Pradesh,North
229801,RAEBARELI,Uttar Pradesh,North
229802,RAEBARELI,Uttar Pradesh,North
230001,PRATAPGARH,Uttar Pradesh,North
230002,PRATAPGARH,Uttar Pradesh,North
230121,PRATAPGARH,Uttar Pradesh,North
230124,PRATAPGARH,Uttar Pradesh,North
230125,PRATAPGARH,Uttar Pradesh,North
230126,PRATAPGARH,Uttar Pradesh,North
230127,PRATAPGARH,Uttar Pradesh,North
230128,PRATAPGARH,Uttar Pradesh,North
230129,PRATAPGARH,Uttar Pradesh,North
230130,PRATAPGARH,Uttar Pradesh,North
230131,PRATAPGARH,Uttar Pradesh,North
230132,PRATAPGARH,Uttar Pradesh,North
230133,PRATAPGARH,Uttar Pradesh,North
230134,PRATAPGARH,Uttar Pradesh,North
230135,PRATAPGARH,Uttar Pradesh,North
230136,PRATAPGARH,Uttar Pradesh,North
230137,PRATAPGARH,Uttar Pradesh,North
230138,PRATAPGARH,Uttar Pradesh,North
230139,PRATAPGARH,Uttar Pradesh,North
230141,PRATAPGARH,Uttar Pradesh,North
230142,PRATAPGARH,Uttar Pradesh,North
230143,PRATAPGARH,Uttar Pradesh,North
230144,PRATAPGARH,Uttar Pradesh,North
230201,PRATAPGARH,Uttar Pradesh,North
230202,PRATAPGARH,Uttar Pradesh,North
230204,PRATAPGARH,Uttar Pradesh,North
230301,PRATAPGARH,Uttar Pradesh,North
230302,PRATAPGARH,Uttar Pradesh,North
230304,PRATAPGARH,Uttar Pradesh,North
230306,PRATAPGARH,Uttar Pradesh,North
230401,PRATAPGARH,Uttar Pradesh,North
230402,PRATAPGARH,Uttar Pradesh,North
230403,PRATAPGARH,Uttar Pradesh,North
230404,PRATAPGARH,Uttar Pradesh,North
230405,PRATAPGARH,Uttar Pradesh,North
230501,PRATAPGARH,Uttar Pradesh,North
230502,PRATAPGARH,Uttar Pradesh,North
230503,PRATAPGARH,Uttar Pradesh,North
231001,MIRZAPUR,Uttar Pradesh,North
231205,SONBHADRA,Uttar Pradesh,North
231206,SONBHADRA,Uttar Pradesh,North
231207,SONBHADRA,Uttar Pradesh,North
231208,SONBHADRA,Uttar Pradesh,North
231209,SONBHADRA,Uttar Pradesh,North
231210,MIRZAPUR,Uttar Pradesh,North
231211,MIRZAPUR,Uttar Pradesh,North
231212,SONBHADRA,Uttar Pradesh,North
231213,SONBHADRA,Uttar Pradesh,North
231215,SONBHADRA,Uttar Pradesh,North
231216,SONBHADRA,Uttar Pradesh,North
231217,SONBHADRA,Uttar Pradesh,North
231218,SONBHADRA,Uttar Pradesh,North
231219,SONBHADRA,Uttar Pradesh,North
231220,SONBHADRA,Uttar Pradesh,North
231221,MIRZAPUR,Uttar Pradesh,North
231222,SONBHADRA,Uttar Pradesh,North
231223,SONBHADRA,Uttar Pradesh,North
231224,SONBHADRA,Uttar Pradesh,North
231225,SONBHADRA,Uttar Pradesh,North
231226,SONBHADRA,Uttar Pradesh,North
231301,MIRZAPUR,Uttar Pradesh,North
231302,MIRZAPUR,Uttar Pradesh,North
231303,MIRZAPUR,Uttar Pradesh,North
231304,MIRZAPUR,Uttar Pradesh,North
231305,MIRZAPUR,Uttar Pradesh,North
231306,MIRZAPUR,Uttar Pradesh,North
231307,MIRZAPUR,Uttar Pradesh,North
231309,MIRZAPUR,Uttar Pradesh,North
231311,MIRZAPUR,Uttar Pradesh,North
231312,MIRZAPUR,Uttar Pradesh,North
231313,MIRZAPUR,Uttar Pradesh,North
231314,MIRZAPUR,Uttar Pradesh,North
231501,MIRZAPUR,Uttar Pradesh,North
232101,CHANDAULI,Uttar Pradesh,North
232102,CHANDAULI,Uttar Pradesh,North
232103,CHANDAULI,Uttar Pradesh,North
232104,CHANDAULI,Uttar Pradesh,North
232105,CHANDAULI,Uttar Pradesh,North
232106,CHANDAULI,Uttar Pradesh,North
232107,CHANDAULI,Uttar Pradesh,North
232108,CHANDAULI,Uttar Pradesh,North
232109,CHANDAULI,Uttar Pradesh,North
232110,CHANDAULI,Uttar Pradesh,North
232111,CHANDAULI,Uttar Pradesh,North
232118,CHANDAULI,Uttar Pradesh,North
232120,CHANDAULI,Uttar Pradesh,North
232325,GHAZIPUR,Uttar Pradesh,North
232326,GHAZIPUR,Uttar Pradesh,North
232327,VARANASI,Uttar Pradesh,North
232328,GHAZIPUR,Uttar Pradesh,North
232329,GHAZIPUR,Uttar Pradesh,North
232330,GHAZIPUR,Uttar Pradesh,North
232331,GHAZIPUR,Uttar Pradesh,North
232332,GHAZIPUR,Uttar Pradesh,North
232333,GHAZIPUR,Uttar Pradesh,North
232336,GHAZIPUR,Uttar Pradesh,North
232339,GHAZIPUR,Uttar Pradesh,North
232340,GHAZIPUR,Uttar Pradesh,North
232341,GHAZIPUR,Uttar Pradesh,North
233001,GHAZIPUR,Uttar Pradesh,North
233002,GHAZIPUR,Uttar Pradesh,North
233221,GHAZIPUR,Uttar Pradesh,North
233222,GHAZIPUR,Uttar Pradesh,North
233223,GHAZIPUR,Uttar Pradesh,North
233224,GHAZIPUR,Uttar Pradesh,North
233225,GHAZIPUR,Uttar Pradesh,North
233226,GHAZIPUR,Uttar Pradesh,North
233227,GHAZIPUR,Uttar Pradesh,North
233228,GHAZIPUR,Uttar Pradesh,North
233229,GHAZIPUR,Uttar Pradesh,North
233230,GHAZIPUR,Uttar Pradesh,North
233231,GHAZIPUR,Uttar Pradesh,North
233232,GHAZIPUR,Uttar Pradesh,North
233233,GHAZIPUR,Uttar Pradesh,North
233234,GHAZIPUR,Uttar Pradesh,North
233300,GHAZIPUR,Uttar Pradesh,North
233301,GHAZIPUR,Uttar Pradesh,North
233302,GHAZIPUR,Uttar Pradesh,North
233303,GHAZIPUR,Uttar Pradesh,North
233304,GHAZIPUR,Uttar Pradesh,North
233305,GHAZIPUR,Uttar Pradesh,North
233306,GHAZIPUR,Uttar Pradesh,North
233307,GHAZIPUR,Uttar Pradesh,North
233310,GHAZIPUR,Uttar Pradesh,North
233311,GHAZIPUR,Uttar Pradesh,North
241001,HARDOI,Uttar Pradesh,North
241121,HARDOI,Uttar Pradesh,North
241122,HARDOI,Uttar Pradesh,North
241123,HARDOI,Uttar Pradesh,North
241124,HARDOI,Uttar Pradesh,North
241125,HARDOI,Uttar Pradesh,North
241126,HARDOI,Uttar Pradesh,North
241127,HARDOI,Uttar Pradesh,North
241201,HARDOI,Uttar Pradesh,North
241202,HARDOI,Uttar Pradesh,North
241203,HARDOI,Uttar Pradesh,North
241204,HARDOI,Uttar Pradesh,North
241301,HARDOI,Uttar Pradesh,North
241302,HARDOI,Uttar Pradesh,North
241303,HARDOI,Uttar Pradesh,North
241304,HARDOI,Uttar Pradesh,North
241305,HARDOI,Uttar Pradesh,North
241401,HARDOI,Uttar Pradesh,North
241402,HARDOI,Uttar Pradesh,North
241403,HARDOI,Uttar Pradesh,North
241404,HARDOI,Uttar Pradesh,North
241405,HARDOI,Uttar Pradesh,North
241406,HARDOI,Uttar Pradesh,North
241407,HARDOI,Uttar Pradesh,North
242001,SHAHJAHANPUR,Uttar Pradesh,North
242021,BUDAUN,Uttar Pradesh,North
242042,SHAHJAHANPUR,Uttar Pradesh,North
242123,SHAHJAHANPUR,Uttar Pradesh,North
242127,SHAHJAHANPUR,Uttar Pradesh,North
242220,SHAHJAHANPUR,Uttar Pradesh,North
242221,SHAHJAHANPUR,Uttar Pradesh,North
242223,SHAHJAHANPUR,Uttar Pradesh,North
242226,SHAHJAHANPUR,Uttar Pradesh,North
242301,SHAHJAHANPUR,Uttar Pradesh,North
